lineId,direction,sequence,stopId
1588,1,22,304101
1588,1,23,304141
1588,1,24,304091
1588,1,25,304074
1588,1,26,304082
1588,1,27,204102
1588,1,28,204083
1588,1,29,204251
1588,1,30,204071
1588,1,31,204061
1588,1,32,203161
1588,1,33,203151
1588,1,34,203101
1588,1,35,203091
1588,1,36,203041
1588,1,37,203011
1588,1,38,202061
1588,1,39,203212
1588,1,40,103182
1588,1,41,103173
1588,2,1,103173
1588,2,2,103181
1588,2,3,203211
1588,2,4,202062
1588,2,5,203012
1588,2,6,203042
1588,2,7,203092
1588,2,8,203102
1588,2,9,203152
1588,2,10,204062
1588,2,11,204072
1588,2,12,204252
1588,2,13,204081
1588,2,14,204101
1588,2,15,304081
1588,2,16,304072
1588,2,17,304092
1588,2,18,304142
1588,2,19,304102
1588,2,20,304122
1588,2,21,404192
1588,2,22,404062
1588,2,23,404072
1588,2,24,404082
1588,2,25,404161
1588,2,26,404151
1588,2,27,404141
1588,2,28,404131
1588,2,29,404181
1588,2,30,404121
1588,2,31,404111
1588,2,32,404101
1588,2,33,403071
1588,2,34,403043
1588,2,35,403021
1588,2,36,303022
1588,2,37,203141
1588,2,38,203241
1588,2,39,203251
1548,1,1,805041
1548,1,2,805031
1548,1,3,805021
1548,1,4,805011
1548,1,5,804071
1548,1,6,804061
1548,1,7,804251
1548,1,8,804041
1548,1,9,804031
1548,1,10,804021
1548,1,11,804011
1548,1,12,803041
1548,1,13,803031
1548,1,14,803021
1548,1,15,803011
1548,1,16,802021
1548,1,17,802011
1548,1,18,801011
1548,1,19,700011
1548,1,20,600011
1548,1,21,300012
1548,1,22,301012
1548,1,23,402022
1548,1,24,402032
1548,1,25,402042
1548,1,26,303012
1548,1,27,303024
1548,1,28,303072
1548,1,29,304012
1548,1,30,304032
1548,1,31,304042
1548,1,32,304062
1548,1,33,304074
1548,1,34,304082
1548,1,35,204102
1548,1,36,204081
1548,2,1,204081
1548,2,2,204101
1548,2,3,304081
1548,2,4,304071
1548,2,5,304061
1548,2,6,304031
1548,2,7,304011
1548,2,8,303071
1548,2,9,303051
1548,2,10,303021
1548,2,11,303011
1548,2,12,402041
1548,2,13,402031
1548,2,14,402021
1548,2,15,301011
1548,2,16,300011
1548,2,17,600012
1548,2,18,700012
1548,2,19,801012
1548,2,20,802012
1548,2,21,802022
1548,2,22,803014
1548,2,23,803022
1548,2,24,803032
1548,2,25,803042
1548,2,26,804012
1548,2,27,804022
1548,2,28,804032
1548,2,29,804042
1548,2,30,804252
1548,2,31,804062
1548,2,32,804072
1548,2,33,805012
1548,2,34,805022
1548,2,35,805032
1548,2,36,805041
1584,1,1,805041
1584,1,2,805031
1584,1,3,805021
1584,1,4,805011
1584,1,5,804071
1584,1,6,804061
1584,1,7,804251
1584,1,8,804041
1584,1,9,804031
1584,1,10,804021
1584,1,11,804011
1584,1,12,803041
1584,1,13,803031
1584,1,14,803021
1584,1,15,803011
1584,1,16,802021
1584,1,17,802011
1584,1,18,801011
1584,1,19,700011
1584,1,20,600011
1584,1,21,300012
1584,1,22,301012
1584,1,23,402022
1584,1,24,402032
1584,1,25,402042
1584,1,26,303012
1584,1,27,303024
1584,1,28,303072
1584,1,29,304012
1584,1,30,304032
1584,1,31,304042
1584,1,32,304062
1584,1,33,304074
1584,1,34,304082
1584,1,35,204102
1584,1,36,204081
1584,2,1,204081
1584,2,2,204101
1584,2,3,304081
1584,2,4,304071
1584,2,5,304061
1584,2,6,304031
1584,2,7,304011
1584,2,8,303071
1584,2,9,303051
1584,2,10,303021
1584,2,11,303011
1584,2,12,402041
1584,2,13,402031
1584,2,14,402021
1584,2,15,301011
1584,2,16,300011
1584,2,17,600012
1584,2,18,700012
1584,2,19,801012
1584,2,20,802012
1584,2,21,802022
1584,2,22,803014
1584,2,23,803022
1584,2,24,803032
1584,2,25,803042
1584,2,26,804012
1584,2,27,804022
1584,2,28,804032
1584,2,29,804042
1584,2,30,804252
1584,2,31,804062
1584,2,32,804072
1584,2,33,805012
1584,2,34,805022
1584,2,35,805032
1584,2,36,805041
1283,1,1,805041
1283,1,2,805031
1283,1,3,805021
1283,1,4,805011
1283,1,5,804071
1283,1,6,804061
1283,1,7,804251
1283,1,8,804041
1283,1,9,804031
1283,1,10,804021
1283,1,11,804011
1283,1,12,803041
1283,1,13,803031
1283,1,14,803021
1283,1,15,803011
1283,1,16,802021
1283,1,17,802011
1283,1,18,801011
1283,1,19,700011
1283,1,20,600011
1283,1,21,300012
1283,1,22,301012
1283,1,23,402022
1283,1,24,402032
1283,1,25,402042
1283,1,26,303012
1283,1,27,303024
1283,1,28,303072
1283,1,29,304012
1283,1,30,304032
1283,1,31,304042
1283,1,32,304062
1283,1,33,304074
1283,1,34,304082
1283,1,35,204102
1283,1,36,204081
1283,2,1,204081
1283,2,2,204101
1283,2,3,304081
1283,2,4,304071
1283,2,5,304061
1283,2,6,304031
1283,2,7,304011
1283,2,8,303071
1283,2,9,303051
1283,2,10,303021
1283,2,11,303011
1283,2,12,402041
1283,2,13,402031
1283,2,14,402021
1283,2,15,301011
1283,2,16,300011
1283,2,17,600012
1283,2,18,700012
1283,2,19,801012
1283,2,20,802012
1283,2,21,802022
1283,2,22,803014
1283,2,23,803022
1283,2,24,803032
1283,2,25,803042
1283,2,26,804012
1283,2,27,804022
1283,2,28,804032
1283,2,29,804042
1283,2,30,804252
1283,2,31,804062
1283,2,32,804072
1283,2,33,805012
1283,2,34,805022
1283,2,35,805032
1283,2,36,805041
1558,1,1,415061
1558,1,2,415071
1558,1,3,415051
1558,1,4,415081
1558,1,5,415041
1558,1,6,415031
1558,1,7,425011
1558,1,8,415091
1558,1,9,415021
1558,1,10,415011
1558,1,11,404093
1558,1,12,404161
1558,1,13,404081
1558,1,14,404071
1558,1,15,404061
1558,1,16,404191
1558,1,17,304121
1558,1,18,304103
1558,1,19,304141
1558,1,20,304142
1558,1,21,304102
1558,1,22,304122
1558,1,23,404192
1558,1,24,404062
1558,1,25,404072
1558,1,26,404162
1558,1,27,404084
1558,1,28,404172
1558,1,29,405012
1558,1,30,405122
1558,1,31,405022
1558,1,32,405032
1558,1,33,405042
1558,1,34,405052
1558,1,35,405072
1558,1,36,405062
1558,1,37,406012
1558,1,38,406022
1558,1,39,406032
1558,1,40,406042
1558,1,41,406052
1558,1,42,406062
1558,1,43,406072
1558,1,44,406081
1558,2,1,406081
1558,2,2,406071
1558,2,3,406061
1558,2,4,406051
1558,2,5,406041
1558,2,6,406031
1558,2,7,406021
1558,2,8,406011
1558,2,9,405061
1558,2,10,405071
1558,2,11,405051
1558,2,12,405041
1558,2,13,405031
1558,2,14,405021
1558,2,15,405011
1558,2,16,404171
1558,2,17,404083
1558,2,18,404161
1558,2,19,404071
1558,2,20,404061
1558,2,21,404191
1558,2,22,304121
1558,2,23,304103
1558,2,24,304142
1558,2,25,304102
1558,2,26,304122
1558,2,27,404192
1558,2,28,404062
1558,2,29,404072
1558,2,30,404082
1558,2,31,404162
1558,2,32,404092
1558,2,33,415012
1558,2,34,415022
1558,2,35,415092
1558,2,36,425012
1558,2,37,415032
1558,2,38,415042
1558,2,39,415082
1558,2,40,415052
1558,2,41,415072
1558,2,42,415061
1552,1,1,204051
1552,1,2,204011
1552,1,3,203141
1552,1,4,203121
1552,1,5,203111
1552,1,6,203101
1552,1,7,203091
1552,1,8,203041
1552,1,9,202091
1552,1,10,202011
1552,1,11,301011
1552,1,12,300011
1552,1,13,600012
1552,1,14,600022
1552,1,15,601012
1552,1,16,602022
1552,1,17,602062
1552,1,18,602102
1552,1,19,602112
1552,1,20,503014
1552,1,21,603122
1552,1,22,603162
1552,1,23,603152
1552,1,24,503052
1552,1,25,504043
1552,1,26,504012
1552,1,27,504052
1552,1,28,504061
1552,2,1,504061
1552,2,2,504051
1552,2,3,504011
1552,2,4,504041
1552,2,5,503051
1552,2,6,603151
1552,2,7,603161
1552,2,8,603121
1552,2,9,503011
1552,2,10,602111
1552,2,11,602101
1552,2,12,602061
1552,2,13,602021
1552,2,14,601011
1552,2,15,600021
1552,2,16,600011
1552,2,17,300012
1552,2,18,301012
1552,2,19,202012
1552,2,20,202092
1552,2,21,202082
1552,2,22,203042
1552,2,23,203092
1552,2,24,203112
1552,2,25,203122
1552,2,26,203142
1552,2,27,203192
1552,2,28,204012
1552,2,29,204051
1365,1,1,204051
1365,1,2,204011
1365,1,3,203141
1365,1,4,203241
1365,1,5,203131
1365,1,6,203121
1365,1,7,203111
1365,1,8,203101
1365,1,9,203091
1365,1,10,203041
1365,1,11,202091
1365,1,12,202011
1365,1,13,301011
1365,1,14,300011
1365,1,15,600012
1365,1,16,600022
1365,1,17,601012
1365,1,18,602022
1365,1,19,602062
1365,1,20,602102
1365,1,21,602112
1365,1,22,503014
1365,1,23,603122
1365,1,24,603162
1365,1,25,603152
1365,1,26,503052
1365,1,27,504043
1365,1,28,504012
1365,1,29,504052
1365,1,30,504061
1365,2,1,504061
1365,2,2,504051
1365,2,3,504011
1365,2,4,504041
1365,2,5,503051
1365,2,6,603151
1365,2,7,603161
1365,2,8,603121
1365,2,9,503011
1365,2,10,602111
1365,2,11,602101
1365,2,12,602061
1365,2,13,602021
1365,2,14,601011
1365,2,15,600021
1365,2,16,600011
1365,2,17,300012
1365,2,18,301012
1365,2,19,202012
1365,2,20,202092
1365,2,21,202082
1365,2,22,203042
1365,2,23,203092
1365,2,24,203112
1365,2,25,203122
1365,2,26,203132
1365,2,27,203242
1365,2,28,203142
1365,2,29,203192
1365,2,30,204012
1365,2,31,204051
1561,1,1,104161
1561,1,2,104151
1561,1,3,104141
1561,1,4,104131
1561,1,5,104121
1561,1,6,104111
1561,1,7,104101
1561,1,8,104051
1561,1,9,104332
1561,1,10,104342
1561,1,11,104352
1561,1,12,104362
1561,1,13,104221
1561,2,1,104221
1561,2,2,104361
1561,2,3,104351
1561,2,4,104341
1561,2,5,104331
1561,2,6,104052
1561,2,7,104102
1561,2,8,104113
1561,2,9,104122
1561,2,10,104132
1561,2,11,104142
1561,2,12,104152
1561,2,13,104161
1589,1,1,104161
1589,1,2,104151
1589,1,3,104141
1589,1,4,104131
1589,1,5,104121
1589,1,6,104111
1589,1,7,104101
1589,1,8,104051
1589,1,9,104332
1589,1,10,104342
1589,1,11,104352
1589,1,12,104362
1589,1,13,104221
1589,2,1,104221
1589,2,2,104361
1589,2,3,104351
1589,2,4,104341
1589,2,5,104331
1589,2,6,104052
1589,2,7,104102
1589,2,8,104113
1589,2,9,104122
1589,2,10,104132
1589,2,11,104142
1589,2,12,104152
1589,2,13,104161
1518,1,1,805023
1518,1,2,805052
1518,1,3,805062
1518,1,4,805072
1518,1,5,805082
1518,1,6,815122
1518,1,7,815092
1518,1,8,815132
1518,1,9,816012
1518,1,10,816022
1518,1,11,825082
1518,1,12,825111
1518,1,13,826011
1518,2,1,826011
1518,2,2,825111
1518,2,3,825081
1518,2,4,816021
1518,2,5,816011
1518,2,6,815131
1518,2,7,815091
1518,2,8,815121
1518,2,9,805081
1518,2,10,805071
1518,2,11,805061
1518,2,12,835031
1518,2,13,805023
1519,1,1,300013
1519,1,2,600012
1519,1,3,701012
1519,1,4,602042
1519,1,5,703082
1519,1,6,703092
1519,1,7,703112
1519,1,8,704052
1519,1,9,714012
1519,1,10,714022
1519,1,11,714032
1519,1,12,714042
1519,1,13,725012
1519,1,14,725022
1519,1,15,725032
1519,1,16,725042
1519,1,17,725052
1519,1,18,725062
1519,1,19,725072
1519,1,20,725082
1519,1,21,725092
1519,1,22,725102
1519,1,23,725112
1519,1,24,725122
1519,1,25,725132
1519,1,26,726011
1519,2,1,726011
1519,2,2,725131
1519,2,3,725121
1519,2,4,725111
1519,2,5,725101
1519,2,6,725091
1519,2,7,725081
1519,2,8,725071
1519,2,9,725061
1519,2,10,725051
1519,2,11,725041
1519,2,12,725031
1519,2,13,725021
1519,2,14,725011
1519,2,15,714041
1519,2,16,714031
1519,2,17,714021
1519,2,18,714011
1519,2,19,704051
1519,2,20,703111
1519,2,21,703091
1519,2,22,703081
1519,2,23,602031
1519,2,24,701011
1519,2,25,600011
1519,2,26,300013
1520,1,1,726012
1520,1,2,736012
1520,1,3,736022
1520,1,4,736032
1520,1,5,736042
1520,1,6,736052
1520,1,7,737012
1520,1,8,737022
1520,1,9,737032
1520,1,10,737041
1520,2,1,737041
1520,2,2,737031
1520,2,3,737021
1520,2,4,737011
1520,2,5,736051
1520,2,6,736041
1520,2,7,736031
1520,2,8,736021
1520,2,9,736011
1520,2,10,726011
844,1,1,726011
844,1,2,726022
844,1,3,726032
844,1,4,726042
844,1,5,726052
844,1,6,726062
844,1,7,726072
844,1,8,727012
844,1,9,727021
844,2,1,727021
844,2,2,727011
844,2,3,726071
844,2,4,726061
844,2,5,726051
844,2,6,726041
844,2,7,726031
844,2,8,726021
844,2,9,726011
1521,1,1,300013
1521,1,2,600012
1521,1,3,701012
1521,1,4,602042
1521,1,5,703082
1521,1,6,703092
1521,1,7,703112
1521,1,8,704052
1521,1,9,704062
1521,1,10,715052
1521,1,11,715042
1521,1,12,715032
1521,1,13,715022
1521,1,14,715012
1521,1,15,714042
1521,1,16,725014
1521,1,17,715062
1521,1,18,715072
1521,1,19,715082
1521,1,20,715092
1521,1,21,715102
1521,1,22,715112
1521,1,23,715122
1521,1,24,715132
1521,1,25,716012
1521,1,26,716022
1521,1,27,716032
1521,1,28,716042
1521,1,29,716051
1521,2,1,716051
1521,2,2,716041
1521,2,3,716031
1521,2,4,716021
1521,2,5,716011
1521,2,6,715131
1521,2,7,715121
1521,2,8,715111
1521,2,9,715101
1521,2,10,715091
1521,2,11,715081
1521,2,12,715071
1521,2,13,715061
1521,2,14,725013
1521,2,15,714041
1521,2,16,715011
1521,2,17,715021
1521,2,18,715031
1521,2,19,715041
1521,2,20,715051
1521,2,21,704061
1521,2,22,704051
1521,2,23,703111
1521,2,24,703091
1521,2,25,703081
1521,2,26,602031
1521,2,27,701011
1521,2,28,600011
1521,2,29,300013
1522,1,1,300013
1522,1,2,801012
1522,1,3,802022
1522,1,4,803014
1522,1,5,804012
1522,1,6,804042
1522,1,7,104194
1522,1,8,825012
1522,1,9,825022
1522,1,10,825032
1522,1,11,825042
1522,1,12,825052
1522,1,13,825062
1522,1,14,825072
1522,1,15,825111
1522,1,16,826012
1522,1,17,826092
1522,1,18,826022
1522,1,19,826032
1522,1,20,826042
1522,1,21,826112
1522,1,22,826122
1522,1,23,826132
1522,1,24,826142
1522,1,25,826052
1522,1,26,826102
1522,1,27,826062
1522,1,28,826082
1522,1,29,825031
1522,2,1,825032
1522,2,2,826081
1522,2,3,826061
1522,2,4,826101
1522,2,5,826051
1522,2,6,826141
1522,2,7,826131
1522,2,8,826121
1522,2,9,826111
1522,2,10,826041
1522,2,11,826031
1522,2,12,826021
1522,2,13,826091
1522,2,14,826011
1522,2,15,825111
1522,2,16,825071
1522,2,17,825061
1522,2,18,825051
1522,2,19,825041
1522,2,20,825033
1522,2,21,825021
1522,2,22,825011
1522,2,23,104193
1522,2,24,804041
1522,2,25,804011
1522,2,26,803011
1522,2,27,802021
1522,2,28,801011
1522,2,29,300013
1553,1,1,826012
1553,1,2,826092
1553,1,3,826022
1553,1,4,826032
1553,1,5,826042
1553,1,6,826112
1553,1,7,826122
1553,1,8,826132
1553,1,9,826142
1553,1,10,826052
1553,1,11,826102
1553,1,12,826062
1553,1,13,826082
1553,1,14,825022
1553,1,15,825031
1553,1,16,825042
1553,1,17,825052
1553,1,18,825062
1553,1,19,825072
1553,1,20,825111
1553,1,21,826011
1553,2,1,826081
1553,2,2,826061
1553,2,3,826101
1553,2,4,826051
1553,2,5,826141
1553,2,6,826131
1553,2,7,826121
1553,2,8,826111
1553,2,9,826041
1553,2,10,826031
1553,2,11,826021
1553,2,12,826091
1553,2,13,826011
